1	2215	ghost-robotics-vision-60	weight	caveat_wording	"Tare: 51kg (112 lbs)"
2	2215	ghost-robotics-vision-60	width	caveat_wording	"Overall width: 570mm (22.5in) | Body width: 250mm (10in)"
3	2215	ghost-robotics-vision-60	slope	caveat_wording	"climbs stairs and steep hills"
4	2215	ghost-robotics-vision-60	obstacle_single	caveat_wording	"Footstep planning over curbs and grated surfaces."
5	2215	ghost-robotics-vision-60	stair_step_continuous	caveat_wording	"Perception aided stair climbing with steering assistance."
6	2215	ghost-robotics-vision-60	ip_rating	value_text	"IP67"
7	2215	ghost-robotics-vision-60	ip_rating	caveat_wording	"submerged in up to 1 meter of water for up to 30 minutes"
8	2215	ghost-robotics-vision-60	charging_time	caveat_wording	"Standard battery charge time approx. 3 hours."
9	2215	ghost-robotics-vision-60	lidar	caveat_wording	"3D lidar-based SLAM"
10	2215	ghost-robotics-vision-60	compute	value_text	"NVIDIA® Xavier, 32GB RAM w/ 16-channel GMSL2, 2TB NVMe SSD"
11	2215	ghost-robotics-vision-60	power_output	value_text	"power:12V regulated & unregulated 32-42V"
12	2215	ghost-robotics-vision-60	power_output	caveat_wording	"power:12V regulated & unregulated 32-42V"
