1	2184	anybotics-anymal	payload_walking	caveat_wording	"an additional 10 kg payload"
2	2184	anybotics-anymal	speed	caveat_wording	"Normal walking speed"
3	2184	anybotics-anymal	ip_rating	value_text	"IP67"
4	2184	anybotics-anymal	runtime	caveat_wording	"Walking range (90 - 120 min) per charge"
5	2184	anybotics-anymal	compute	value_text	"2x Intel Core i7; 8th gen. Intel 6-core processors"
6	2184	anybotics-anymal	compute	caveat	"The manufacturer's own two phrasings for the same unit."
7	2184	anybotics-anymal	autonomy_level	caveat	"Qualitative, not a level on a scale."
8	2184	anybotics-anymal	ce_disclosed	caveat_wording	"FCC, CE and Anatel compliant"
9	2184	anybotics-anymal	fcc_disclosed	caveat_wording	"FCC, CE and Anatel compliant"
10	2184	anybotics-anymal	charging_time	caveat_wording	"100 min for 70% quick charge | for full charge"
11	2184	anybotics-anymal	applications.note[0]	applications.note	"The first quote is the page's own title."
12	2185	anybotics-anymal-x	ip_rating	value_text	"IP67"
13	2185	anybotics-anymal-x	ip_rating	caveat_wording	"IP67 : Water and dust ingress protection"
14	2185	anybotics-anymal-x	autonomy_level	value_text	"fully autonomous data gathering; in-zone robot control"
15	2185	anybotics-anymal-x	autonomy_level	caveat	"Qualitative (see caveat_wording)."
16	2185	anybotics-anymal-x	cameras	caveat_wording	"Precise temperature readings in the range of -10° to +400°C"
