1	2231	unitree-a1	compute	caveat	"No model given."
2	2231	unitree-a1	payload_walking	caveat_wording	"5 kg | Effective Load"
3	2231	unitree-a1	power_output	value_text	"5 V; 12 V; 19 V ud (24 V ind)"
4	2231	unitree-a1	speed	caveat_wording	"Maximum continuous running speed 3.3m/s (11.88km/h)."
5	2231	unitree-a1	runtime	caveat	"Given without a load condition."
6	2231	unitree-a1	runtime	caveat_wording	"1-2.5 h | Endurance"
7	2231	unitree-a1	lidar	caveat	"Optional, no model given."
8	2231	unitree-a1	lidar	caveat_wording	"Optional High-precision Lidar"
9	2231	unitree-a1	sdk_languages	caveat	"No language given."
10	2231	unitree-a1	sdk_languages	caveat_wording	"Secondary Development（Up level, bottom level real-time API）"
11	2232	unitree-a2	speed	caveat_wording	"Speed 0–3.7 m/s (Up to ~5 m/s)"
12	2232	unitree-a2	sdk_languages	caveat_wording	"Secondary Development Supported"
13	2232	unitree-a2	hot_swap	caveat	"Marketed as hot-swap."
14	2232	unitree-a2	height	caveat_wording	"720mm x 550mm x 220mm"
15	2232	unitree-a2	payload_walking	caveat	"The manufacturer adds an ideal figure of about 35 kg."
16	2232	unitree-a2	obstacle_single	caveat_wording	"Max Climb Height About 0.5～1m"
17	2232	unitree-a2	stair_step_continuous	caveat	"Label: Stair Climbing Capability, Max Step Height."
18	2232	unitree-a2	stair_step_continuous	caveat_wording	"Stair Climbing Capability Max Step Height: 30cm"
19	2232	unitree-a2	ip_rating	value_text	"IP56"
20	2232	unitree-a2	lidar	caveat_wording	"LiDAR × 1 + HD Camera × 1 | LiDAR × 2 + HD Camera × 1"
21	2232	unitree-a2	cameras	value_text	"HD-kamera x1"
22	2232	unitree-a2	compute	value_text	"8-kernet CPU + Intel Core i7; tilvalg udvidelsesdok"
23	2232	unitree-a2	power_output	value_text	"12 V / 24 V / BAT"
24	2232	unitree-a2	power_output	caveat	"Voltage given, wattage not."
25	2232	unitree-a2	power_output	caveat_wording	"Power Output：12V / 24V / BAT"
26	2233	unitree-a2-w	speed	caveat_wording	"Speed 0–3 m/s (Up to ~ 6 m/s)"
27	2233	unitree-a2-w	weight	caveat	"Includes battery. Without the battery, about 45 kg."
28	2233	unitree-a2-w	height	caveat_wording	"930mm x 685mm x 210mm"
29	2233	unitree-a2-w	obstacle_single	caveat	"Label: Max Climb Height."
30	2233	unitree-a2-w	obstacle_single	caveat_wording	"Max Climb Height About 0.5～1m"
31	2233	unitree-a2-w	ip_rating	value_text	"IP56"
32	2233	unitree-a2-w	hot_swap	caveat	"Dual slots, dual batteries."
33	2233	unitree-a2-w	hot_swap	caveat_wording	"Dual slots, dual batteries"
34	2233	unitree-a2-w	lidar	caveat_wording	"LiDAR × 1 + HD Camera × 1 | LiDAR × 2 + HD Camera × 1"
35	2233	unitree-a2-w	cameras	value_text	"HD-kamera x1"
36	2233	unitree-a2-w	compute	value_text	"8-kernet CPU + Intel Core i7; tilvalg udvidelsesdok"
37	2233	unitree-a2-w	power_output	value_text	"12 V / 24 V / BAT"
38	2234	unitree-aliengo	weight	caveat_wording	"Weight (without battery) | 21.5kg ±1kg"
39	2234	unitree-aliengo	lidar	caveat	"Single or multi-line, optional — no model given."
40	2234	unitree-aliengo	lidar	caveat_wording	"Lidar: Single or Multi-line (optional)"
41	2234	unitree-aliengo	slope	caveat_wording	"Climbing Angle | ≤25°"
42	2234	unitree-aliengo	ros2	caveat_wording	"supports C/C++, ROS, etc. | Environment Sensing：Ubuntu-ROS"
43	2234	unitree-aliengo	height	caveat_wording	"Length*Width*Height（fold）"
44	2234	unitree-aliengo	degrees_of_freedom	caveat	"Explicit heading: Degrees of Freedom (number of motors)."
45	2234	unitree-aliengo	degrees_of_freedom	caveat_wording	"Degrees of Freedom (number of motors)"
46	2234	unitree-aliengo	payload_walking	caveat_wording	"Load | 13kg"
47	2234	unitree-aliengo	obstacle_single	caveat_wording	"Up and down steps, slopes, stairs"
48	2234	unitree-aliengo	ip_rating	caveat_wording	"Integrated Advanced Level of Protection"
49	2234	unitree-aliengo	battery_wh	caveat_wording	"Battery Capacity | 12600mAh"
50	2234	unitree-aliengo	runtime	caveat	"Given without a load condition."
51	2234	unitree-aliengo	runtime	caveat_wording	"2.5-4.6h"
52	2234	unitree-aliengo	compute	caveat	"The page states onboard PC, no model given."
53	2234	unitree-aliengo	power_output	value_text	"5 V; 12 V; 19 V; BAT (24~30 V)"
54	2234	unitree-aliengo	power_output	caveat	"Voltage given, wattage not."
55	2234	unitree-aliengo	power_output	caveat_wording	"Output Power | 5V、12V、19V、BAT(24V~30V)"
56	2235	unitree-as2	sdk_languages	caveat_wording	"Secondary Development Not Supported"
57	2235	unitree-as2	height	caveat_wording	"Size (Lying Prone) 776mm x 378mm x 233mm"
58	2235	unitree-as2	battery_wh	caveat_wording	"Powered by a 648Wh (15,000mAh) high-capacity battery."
59	2235	unitree-as2	docking_station	caveat	"Only EDU has a charging dock. The value here is AIR/PRO/X."
60	2235	unitree-as2	docking_station	caveat_wording	"Charging Dock /"
61	2235	unitree-as2	payload_walking	caveat_wording	"Continuous Walking Load Approx. 10kg"
62	2235	unitree-as2	slope	caveat	"The AIR variant value."
63	2235	unitree-as2	slope	caveat_wording	"Slope Walking Capability Approx. 30 °"
64	2235	unitree-as2	payload_standing	caveat	"The AIR variant value. The span is 45-65 kg."
65	2235	unitree-as2	payload_standing	caveat_wording	"Max Standing Load Approx. 45kg"
66	2235	unitree-as2	speed	caveat	"The AIR variant value."
67	2235	unitree-as2	speed	caveat_wording	"Speed 0~3.0m/s"
68	2235	unitree-as2	stair_step_continuous	caveat	"The AIR variant value."
69	2235	unitree-as2	stair_step_continuous	caveat_wording	"Stair Climbing Capability 20cm"
70	2235	unitree-as2	ip_rating	caveat_wording	"Protection Rating /"
71	2235	unitree-as2	temperature_max	caveat	"The AIR/PRO variant value."
72	2235	unitree-as2	temperature_max	caveat_wording	"Operating Temperature -20℃ ～ 50℃"
73	2235	unitree-as2	runtime	caveat	"The AIR variant's loaded figure."
74	2235	unitree-as2	charging_time	caveat_wording	"Charger Standard (50.4V 4A) | Fast Charging (50.4V 7.4A)"
75	2235	unitree-as2	lidar	value_text	"Unitree L2"
76	2235	unitree-as2	lidar	caveat_wording	"Ultra-Wide-Angle LiDAR Unitree L2"
77	2235	unitree-as2	cameras	value_text	"HD-kamera"
78	2235	unitree-as2	compute	value_text	"8-kernet CPU"
79	2235	unitree-as2	power_output	caveat	"Only BAT is mentioned, no voltage."
80	2235	unitree-as2	power_output	caveat_wording	"Power Output：BAT"
81	2235	unitree-as2	price	caveat	"Contact Sales on all four variants."
82	2235	unitree-as2	price	caveat_wording	"Contact Sales"
83	2236	unitree-as2-w	weight	caveat	"Includes battery."
84	2236	unitree-as2-w	weight	caveat_wording	"Weight (with Battery) | Approx. 25 kg"
85	2236	unitree-as2-w	power_output	caveat	"Only BAT, no voltage."
86	2236	unitree-as2-w	power_output	caveat_wording	"Power Output：BAT"
87	2236	unitree-as2-w	payload_standing	caveat_wording	"Max Standing Load Approx. 150kg"
88	2236	unitree-as2-w	height	caveat_wording	"768mm x 602mm x 211mm"
89	2236	unitree-as2-w	speed	caveat	"Spike up to about 6 m/s."
