1	2183	addverb-trakr-5	Addverb	degrees_of_freedom	caveat_wording	"12 actuators"
2	2183	addverb-trakr-5	Addverb	stair_step_continuous	caveat_wording	"MAXIMUM STEP: 120 MM"
3	2183	addverb-trakr-5	Addverb	weight	caveat	"From the structured specification table on the Trakr 5 tab."
4	2183	addverb-trakr-5	Addverb	weight	caveat_wording	"WEIGHT (INCL BATTERY): 18 KG"
5	2183	addverb-trakr-5	Addverb	height	caveat_wording	"STANDING HEIGHT: 280 MM"
6	2183	addverb-trakr-5	Addverb	payload_walking	caveat_wording	"PAYLOAD: 5 KG"
7	2183	addverb-trakr-5	Addverb	speed	caveat	"From the specification table."
8	2183	addverb-trakr-5	Addverb	speed	caveat_wording	"SPEED: 1.5 M/S"
9	2183	addverb-trakr-5	Addverb	ip_rating	value_text	"IP67"
10	2183	addverb-trakr-5	Addverb	ip_rating	caveat	"An optional feature, not standard on every unit."
11	2183	addverb-trakr-5	Addverb	ip_rating	caveat_wording	"INGRESS PROTECTION (IP RATING): IP67 (OPTIONAL)"
12	2183	addverb-trakr-5	Addverb	temperature_max	caveat	"From the specification table."
13	2183	addverb-trakr-5	Addverb	temperature_max	caveat_wording	"TEMPERATURE: +5 °C TO +45 °C"
14	2183	addverb-trakr-5	Addverb	runtime	caveat_wording	"ENDURANCE: 1.5 HRS | 90-minute runtime"
15	2183	addverb-trakr-5	Addverb	charging_time	caveat_wording	"CHARGING TIME: 90 MINS"
16	2183	addverb-trakr-5	Addverb	docking_station	caveat_wording	"CHARGING PILE COMPATIBILITY: YES"
17	2183	addverb-trakr-5	Addverb	lidar	value_text	"3D LiDAR (type og model ikke oplyst)"
18	2183	addverb-trakr-5	Addverb	lidar	caveat_wording	"LIDAR: 3D LIDAR"
19	2183	addverb-trakr-5	Addverb	cameras	caveat_wording	"HD WIDE ANGLE CAMERA: YES"
20	2184	anybotics-anymal	ANYbotics	payload_walking	caveat_wording	"an additional 10 kg payload"
21	2184	anybotics-anymal	ANYbotics	speed	caveat_wording	"Normal walking speed"
22	2184	anybotics-anymal	ANYbotics	ip_rating	value_text	"IP67"
23	2184	anybotics-anymal	ANYbotics	runtime	caveat_wording	"Walking range (90 - 120 min) per charge"
24	2184	anybotics-anymal	ANYbotics	compute	value_text	"2x Intel Core i7; 8th gen. Intel 6-core processors"
25	2184	anybotics-anymal	ANYbotics	compute	caveat	"The manufacturer's own two phrasings for the same unit."
26	2184	anybotics-anymal	ANYbotics	autonomy_level	caveat	"Qualitative, not a level on a scale."
27	2184	anybotics-anymal	ANYbotics	ce_disclosed	caveat_wording	"FCC, CE and Anatel compliant"
28	2184	anybotics-anymal	ANYbotics	fcc_disclosed	caveat_wording	"FCC, CE and Anatel compliant"
29	2184	anybotics-anymal	ANYbotics	charging_time	caveat_wording	"100 min for 70% quick charge | for full charge"
30	2184	anybotics-anymal	ANYbotics	applications.note[0]	applications.note	"The first quote is the page's own title."
31	2185	anybotics-anymal-x	ANYbotics	ip_rating	value_text	"IP67"
32	2185	anybotics-anymal-x	ANYbotics	ip_rating	caveat_wording	"IP67 : Water and dust ingress protection"
33	2185	anybotics-anymal-x	ANYbotics	autonomy_level	value_text	"fully autonomous data gathering; in-zone robot control"
34	2185	anybotics-anymal-x	ANYbotics	autonomy_level	caveat	"Qualitative (see caveat_wording)."
35	2185	anybotics-anymal-x	ANYbotics	cameras	caveat_wording	"Precise temperature readings in the range of -10° to +400°C"
36	2187	bhairav-robotics-shvana	Bhairav Robotics	weight	caveat_wording	"Weight: 25 kg (minus payload)"
37	2187	bhairav-robotics-shvana	Bhairav Robotics	payload_walking	caveat_wording	"Payload: 10 kg"
38	2187	bhairav-robotics-shvana	Bhairav Robotics	speed	caveat_wording	"Speed: ~2-5 m/sec"
39	2187	bhairav-robotics-shvana	Bhairav Robotics	runtime	caveat_wording	"Endurance: ~120 mins"
40	2190	deep-robotics-lite3	DEEP Robotics	weight	caveat	"Includes battery. The value is the Basic variant's."
41	2190	deep-robotics-lite3	DEEP Robotics	slope	caveat	"Same for all four variants."
42	2190	deep-robotics-lite3	DEEP Robotics	autonomy_level	caveat	"Qualitative. The value is the Basic variant's."
43	2191	deep-robotics-lynx-m20	DEEP Robotics	obstacle_single	caveat	"The producer's own label: Max. Single-Step Height."
44	2191	deep-robotics-lynx-m20	DEEP Robotics	ip_rating	value_text	"IP66"
45	2191	deep-robotics-lynx-m20	DEEP Robotics	lidar	caveat	"Type without model – doesn't count under D4."
46	2191	deep-robotics-lynx-m20	DEEP Robotics	cameras	value_text	"vidvinkelkameraer x2"
47	2191	deep-robotics-lynx-m20	DEEP Robotics	power_output	caveat	"The page's 72V power input is power IN, not out."
48	2191	deep-robotics-lynx-m20	DEEP Robotics	payload_walking	caveat	"The producer's label is Payload Capacity."
49	2191	deep-robotics-lynx-m20	DEEP Robotics	hot_swap	caveat	"Only in the body text, not in the specification table."
50	2191	deep-robotics-lynx-m20	DEEP Robotics	compute	value_text	"2x otte-kernet 64-bit (16 GB + 128 GB)"
51	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	payload_walking	caveat	"The producer's label is Payload Capacity."
52	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	obstacle_single	caveat	"The producer's own label: Max. Single-Step Height."
53	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	ip_rating	value_text	"IP66"
54	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	hot_swap	caveat	"Only in the body text, not in the specification table."
55	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	lidar	caveat	"Type without model – doesn't count under D4."
56	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	cameras	value_text	"vidvinkelkameraer x2"
57	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	power_output	caveat	"The page's 72V power input is power IN, not out."
58	2192	deep-robotics-lynx-m20-pro	DEEP Robotics	compute	value_text	"3x otte-kernet 64-bit (16 GB + 128 GB)"
59	2193	deep-robotics-lynx-m20s	DEEP Robotics	obstacle_single	caveat	"The producer's own label: Max. Single-Step Height."
60	2193	deep-robotics-lynx-m20s	DEEP Robotics	ip_rating	value_text	"IP67"
61	2193	deep-robotics-lynx-m20s	DEEP Robotics	lidar	caveat	"Type without model – doesn't count under D4."
62	2193	deep-robotics-lynx-m20s	DEEP Robotics	cameras	value_text	"vidvinkelkameraer x2"
63	2193	deep-robotics-lynx-m20s	DEEP Robotics	compute	value_text	"3x otte-kernet 64-bit (16 GB + 128 GB)"
64	2193	deep-robotics-lynx-m20s	DEEP Robotics	payload_walking	caveat	"The producer's label: Effective Payload (standard terrain)."
65	2194	deep-robotics-lynx-s10	DEEP Robotics	obstacle_single	caveat	"clear obstacles up to 50 cm high – body text, not a table."
66	2194	deep-robotics-lynx-s10	DEEP Robotics	ip_rating	value_text	"IP66"
67	2194	deep-robotics-lynx-s10	DEEP Robotics	autonomy_level	caveat	"Qualitative, in body text."
68	2195	deep-robotics-mini	DEEP Robotics	slope	caveat	"It's in the same row as the speed – see speed."
69	2196	deep-robotics-x20	DEEP Robotics	ip_rating	value_text	"IP66"
70	2196	deep-robotics-x20	DEEP Robotics	runtime	caveat	"Range is stated as 15 km. The schema has no range field."
71	2197	deep-robotics-x30	DEEP Robotics	weight	caveat	"Includes battery (battery included)."
72	2197	deep-robotics-x30	DEEP Robotics	ip_rating	value_text	"IP67"
73	2197	deep-robotics-x30	DEEP Robotics	runtime	caveat	"Range >= 10 km. No load condition."
74	2197	deep-robotics-x30	DEEP Robotics	power_output	value_text	"72 V BAT"
75	2198	deep-robotics-x30-pro	DEEP Robotics	weight	caveat	"Includes battery (battery included)."
76	2198	deep-robotics-x30-pro	DEEP Robotics	height	caveat	"USIKKER TILDELING - se bredde."
77	2198	deep-robotics-x30-pro	DEEP Robotics	slope	caveat	"Character U+2264 – a ceiling, not a performance figure."
78	2198	deep-robotics-x30-pro	DEEP Robotics	ip_rating	value_text	"IP67"
79	2198	deep-robotics-x30-pro	DEEP Robotics	runtime	caveat	"Range >= 10 km. No load condition."
80	2198	deep-robotics-x30-pro	DEEP Robotics	power_output	value_text	"5 V; 12 V; 24 V"
81	2215	ghost-robotics-vision-60	Ghost Robotics	weight	caveat_wording	"Tare: 51kg (112 lbs)"
82	2215	ghost-robotics-vision-60	Ghost Robotics	width	caveat_wording	"Overall width: 570mm (22.5in) | Body width: 250mm (10in)"
83	2215	ghost-robotics-vision-60	Ghost Robotics	slope	caveat_wording	"climbs stairs and steep hills"
84	2215	ghost-robotics-vision-60	Ghost Robotics	obstacle_single	caveat_wording	"Footstep planning over curbs and grated surfaces."
85	2215	ghost-robotics-vision-60	Ghost Robotics	stair_step_continuous	caveat_wording	"Perception aided stair climbing with steering assistance."
86	2215	ghost-robotics-vision-60	Ghost Robotics	ip_rating	value_text	"IP67"
87	2215	ghost-robotics-vision-60	Ghost Robotics	ip_rating	caveat_wording	"submerged in up to 1 meter of water for up to 30 minutes"
88	2215	ghost-robotics-vision-60	Ghost Robotics	charging_time	caveat_wording	"Standard battery charge time approx. 3 hours."
89	2215	ghost-robotics-vision-60	Ghost Robotics	lidar	caveat_wording	"3D lidar-based SLAM"
90	2215	ghost-robotics-vision-60	Ghost Robotics	compute	value_text	"NVIDIA® Xavier, 32GB RAM w/ 16-channel GMSL2, 2TB NVMe SSD"
