1	2251	yobotics-e-dog	weight	caveat	"15 kg +/- 0,5 kg."
2	2251	yobotics-e-dog	width	caveat	"Tolerance +/- 10 mm."
3	2251	yobotics-e-dog	height	caveat	"Tolerance +/- 10 mm."
4	2251	yobotics-e-dog	degrees_of_freedom	caveat	"Peak torque per joint is stated as 48 Nm."
5	2253	yobotics-y20	weight	caveat	"Includes the battery."
6	2253	yobotics-y20	weight	caveat_wording	"含电池"
7	2253	yobotics-y20	payload_standing	caveat	"The manufacturer's own label is STANDING load, max. 150 kg."
8	2253	yobotics-y20	speed	caveat	"The manufacturer states max. 4 m/s."
9	2253	yobotics-y20	slope	caveat	"Label: climbing slope angle, max. 40°."
10	2253	yobotics-y20	ip_rating	value_text	"IP54"
11	2253	yobotics-y20	docking_station	caveat	"Ladestander, tilvalg."
12	2253	yobotics-y20	compute	value_text	"Upboard x1: Intel Atom x5-Z8350, op til 1,92 GHz"
