1	2223	microrobotech-movenew-p1	weight	caveat	"Explicit including battery, unlike T1's ambiguous label."
2	2223	microrobotech-movenew-p1	weight	caveat_wording	"Total Weight: 77kg (Battery included)"
3	2223	microrobotech-movenew-p1	length	caveat_wording	"Standing Dimensions: 900mm × 600mm × 650mm"
4	2223	microrobotech-movenew-p1	width	caveat	"UNCERTAIN ASSIGNMENT - see length."
5	2223	microrobotech-movenew-p1	degrees_of_freedom	caveat_wording	"High-Performance Motors: 16 units"
6	2223	microrobotech-movenew-p1	payload_walking	caveat	"Label 'Max Walking Load'."
7	2223	microrobotech-movenew-p1	payload_walking	caveat_wording	"Max Walking Load: 200 kg"
8	2223	microrobotech-movenew-p1	payload_standing	caveat	"Label 'Max Standing Load'."
9	2223	microrobotech-movenew-p1	payload_standing	caveat_wording	"Max Standing Load: 400 kg"
10	2223	microrobotech-movenew-p1	slope	caveat_wording	"Slope Capability: >45°"
11	2223	microrobotech-movenew-p1	obstacle_single	caveat_wording	"Max Climbing Ability: 800 mm"
12	2223	microrobotech-movenew-p1	stair_step_continuous	caveat	"Label 'Stair Climbing Capability'."
13	2223	microrobotech-movenew-p1	stair_step_continuous	caveat_wording	"Stair Climbing Capability: Max step height 25cm"
14	2223	microrobotech-movenew-p1	ip_rating	value_text	"IP67"
15	2223	microrobotech-movenew-p1	ip_rating	caveat_wording	"Wheel Protection Rating IP68"
16	2223	microrobotech-movenew-p1	battery_wh	caveat_wording	"Hot-swappable 3.2kWh NMC battery (Supply voltage: 72V)"
17	2223	microrobotech-movenew-p1	hot_swap	caveat_wording	"Hot-swappable"
18	2223	microrobotech-movenew-p1	charging_time	caveat	"Label 'Charging Time'."
19	2223	microrobotech-movenew-p1	charging_time	caveat_wording	"Charging Time: 1.5h"
20	2223	microrobotech-movenew-p1	lidar	value_text	"96-line automotive-grade LiDAR (supports up to 3 units)"
21	2223	microrobotech-movenew-p1	compute	value_text	"Supports up to 2000 TOPS"
22	2223	microrobotech-movenew-p1	compute	caveat_wording	"Supports 2000 tops"
23	2223	microrobotech-movenew-p1	mounting_interface	caveat_wording	"Expansion Rails"
24	2224	microrobotech-movenew-t1	speed	caveat_wording	"Max Moving Speed: 18 km/h"
25	2224	microrobotech-movenew-t1	stair_step_continuous	caveat_wording	"Stair Climbing Capability: Max step height 25cm"
26	2224	microrobotech-movenew-t1	weight	caveat_wording	"Total Battery Weight: 40~50kg | 整机电池重量"
27	2224	microrobotech-movenew-t1	mounting_interface	caveat_wording	"Top Mount Expansion | Undercarriage Expansion"
28	2224	microrobotech-movenew-t1	docking_station	caveat_wording	"Charging Station: Fast Charge | 充电桩 | 快充"
29	2224	microrobotech-movenew-t1	length	caveat_wording	"Standing Dimensions: 800mm × 600mm × 540mm"
30	2224	microrobotech-movenew-t1	degrees_of_freedom	caveat_wording	"High-Performance Motors: 16 units"
31	2224	microrobotech-movenew-t1	payload_walking	caveat	"Label 'Continuous Walking Load'."
32	2224	microrobotech-movenew-t1	payload_walking	caveat_wording	"Continuous Walking Load: 50kg"
33	2224	microrobotech-movenew-t1	payload_standing	caveat	"Label 'Max Standing Load'."
34	2224	microrobotech-movenew-t1	payload_standing	caveat_wording	"Max Standing Load: 100kg"
35	2224	microrobotech-movenew-t1	slope	caveat_wording	"Slope Capability: ≤45°"
36	2224	microrobotech-movenew-t1	obstacle_single	caveat	"Label 'Step Negotiation'."
37	2224	microrobotech-movenew-t1	obstacle_single	caveat_wording	"Step Negotiation: Forward climbing up/down 40cm steps"
38	2224	microrobotech-movenew-t1	ip_rating	value_text	"IP68"
39	2224	microrobotech-movenew-t1	battery_wh	caveat_wording	"Battery Capacity: 3.5/4.5 kwh, Supply Voltage 72V"
40	2224	microrobotech-movenew-t1	runtime	caveat_wording	"Max Endurance Time: ≤12h"
41	2224	microrobotech-movenew-t1	lidar	value_text	"Onboard LiDAR (model not disclosed)"
42	2224	microrobotech-movenew-t1	lidar	caveat_wording	"Onboard LiDAR"
43	2224	microrobotech-movenew-t1	cameras	value_text	"HD Depth Camera, 360° Panoramic Vision, Ultrasonic Radar"
44	2224	microrobotech-movenew-t1	cameras	caveat_wording	"HD Depth Camera | 360° Panoramic Vision | Ultrasonic Radar"
45	2224	microrobotech-movenew-t1	compute	value_text	"Jetson Orin NX Super + RK3588, 181 TOPS"
