1	2183	addverb-trakr-5	degrees_of_freedom	caveat_wording	"12 actuators"
2	2183	addverb-trakr-5	stair_step_continuous	caveat_wording	"MAXIMUM STEP: 120 MM"
3	2183	addverb-trakr-5	weight	caveat	"From the structured specification table on the Trakr 5 tab."
4	2183	addverb-trakr-5	weight	caveat_wording	"WEIGHT (INCL BATTERY): 18 KG"
5	2183	addverb-trakr-5	height	caveat_wording	"STANDING HEIGHT: 280 MM"
6	2183	addverb-trakr-5	payload_walking	caveat_wording	"PAYLOAD: 5 KG"
7	2183	addverb-trakr-5	speed	caveat	"From the specification table."
8	2183	addverb-trakr-5	speed	caveat_wording	"SPEED: 1.5 M/S"
9	2183	addverb-trakr-5	ip_rating	value_text	"IP67"
10	2183	addverb-trakr-5	ip_rating	caveat	"An optional feature, not standard on every unit."
11	2183	addverb-trakr-5	ip_rating	caveat_wording	"INGRESS PROTECTION (IP RATING): IP67 (OPTIONAL)"
12	2183	addverb-trakr-5	temperature_max	caveat	"From the specification table."
13	2183	addverb-trakr-5	temperature_max	caveat_wording	"TEMPERATURE: +5 °C TO +45 °C"
14	2183	addverb-trakr-5	runtime	caveat_wording	"ENDURANCE: 1.5 HRS | 90-minute runtime"
15	2183	addverb-trakr-5	charging_time	caveat_wording	"CHARGING TIME: 90 MINS"
16	2183	addverb-trakr-5	docking_station	caveat_wording	"CHARGING PILE COMPATIBILITY: YES"
17	2183	addverb-trakr-5	lidar	value_text	"3D LiDAR (type og model ikke oplyst)"
18	2183	addverb-trakr-5	lidar	caveat_wording	"LIDAR: 3D LIDAR"
19	2183	addverb-trakr-5	cameras	caveat_wording	"HD WIDE ANGLE CAMERA: YES"
